pipeline_id,arrival_seconds,priority,operator_id,parents,baseline_cpu_seconds,cpu_scaling,memory_gb,storage_read_gb
p1,0.0,BATCH_PIPELINE,op1,,1,const,,55
p1,,,op2,op1,2,sqrt,,55
p1,,,op3,op2,1,const,,55
p1,,,op4,op3,40,linear7,,20
p1,,,op5,op4,15,linear3,,37.5
p1,,,op6,op5,15,linear3,,37.5
p1,,,op7,op6,2,sqrt,,55
p1,,,op8,op7,40,linear7,,20
p1,,,op9,op8,40,linear7,,20
p2,0.0,BATCH_PIPELINE,op1,,1,const,,55
p2,,,op2,op1,2,sqrt,,55
p2,,,op3,op2,15,linear3,,37.5
p2,,,op4,op3,2,sqrt,,55
p2,,,op5,op4,20,linear7,,30
p2,,,op6,op5,5,linear3,,45
p3,0.0,BATCH_PIPELINE,op1,,1,const,,55
p3,,,op2,op1,1,const,,55
p3,,,op3,op1,15,linear3,,37.5
p3,,,op4,op1,1,const,,55
p3,,,op5,op1,15,linear3,,37.5
p3,,,op6,op1,40,linear7,,20
p3,,,op7,op1,15,linear3,,37.5
p3,,,op8,op1,15,linear3,,37.5
p3,,,op9,op1,1,const,,55
p3,,,op10,op1,20,linear7,,30
p3,,,op11,op1,15,linear3,,37.5
p4,0.0,QUERY,op1,,15,linear3,,35
p5,0.0,BATCH_PIPELINE,op1,,1,const,,55
p5,,,op2,op1,1,const,,55
p5,,,op3,op2,15,linear3,,37.5
p5,,,op4,op3,15,linear3,,37.5
p5,,,op5,op4,20,linear7,,30
p6,0.0,BATCH_PIPELINE,op1,,1,const,,55
p6,,,op2,op1,2,sqrt,,55
p6,,,op3,op2,1,const,,55
p6,,,op4,op3,80,squared,,10
p6,,,op5,op4,15,linear3,,37.5
p6,,,op6,op5,20,linear7,,30
p7,0.0,INTERACTIVE,op1,,1,const,,55
p7,,,op2,op1,20,linear7,,30
p7,,,op3,op2,5,linear3,,45
p7,,,op4,op3,20,linear7,,30
p7,,,op5,op4,15,linear3,,37.5
p7,,,op6,op5,2,sqrt,,55
p8,0.0,BATCH_PIPELINE,op1,,1,const,,55
p8,,,op2,,15,linear3,,37.5
p8,,,op3,,40,linear7,,20
p8,,,op4,,1,const,,55
p8,,,op5,op1;op2;op3;op4,5,linear3,,45
p9,0.0,QUERY,op1,,15,linear3,,35
p10,0.0,INTERACTIVE,op1,,1,const,,55
p10,,,op2,op1,15,linear3,,37.5
p10,,,op3,op2,40,linear7,,20
p10,,,op4,op3,80,squared,,10
p10,,,op5,op4,1,const,,55
p10,,,op6,op5,15,linear3,,37.5
p10,,,op7,op6,40,linear7,,20
p10,,,op8,op7,15,linear3,,37.5
p10,,,op9,op8,80,squared,,10
p11,0.0,BATCH_PIPELINE,op1,,1,const,,55
p11,,,op2,op1,1,const,,55
p11,,,op3,op2,5,linear3,,45
p11,,,op4,op3,80,squared,,10
p11,,,op5,op4,15,linear3,,37.5
p12,0.0,BATCH_PIPELINE,op1,,1,const,,55
p12,,,op2,op1,5,linear3,,45
p12,,,op3,op2,80,squared,,10
p12,,,op4,op3,2,sqrt,,55
p12,,,op5,op4,1,const,,55
p12,,,op6,op5,20,linear7,,30
p13,0.0,INTERACTIVE,op1,,1,const,,55
p13,,,op2,op1,5,linear3,,45
p13,,,op3,op2,1,const,,55
p13,,,op4,op3,2,sqrt,,55
p13,,,op5,op4,20,linear7,,30
p13,,,op6,op5,5,linear3,,45
p14,0.0,BATCH_PIPELINE,op1,,1,const,,55
p14,,,op2,op1,20,linear7,,30
p14,,,op3,op1,5,linear3,,45
p15,0.0,BATCH_PIPELINE,op1,,1,const,,55
p15,,,op2,op1,5,linear3,,45
p15,,,op3,op2,2,sqrt,,55
p15,,,op4,op3,40,linear7,,20
p15,,,op5,op4,5,linear3,,45
p15,,,op6,op5,5,linear3,,45
p15,,,op7,op6,80,squared,,10
p15,,,op8,op7,15,linear3,,37.5
p15,,,op9,op8,5,linear3,,45
p15,,,op10,op9,1,const,,55
p16,0.0,BATCH_PIPELINE,op1,,1,const,,55
p16,,,op2,op1,40,linear7,,20
p16,,,op3,op2,1,const,,55
p16,,,op4,op3,1,const,,55
p16,,,op5,op4,2,sqrt,,55
p16,,,op6,op5,15,linear3,,37.5
p16,,,op7,op6,1,const,,55
p17,0.0,BATCH_PIPELINE,op1,,1,const,,55
p17,,,op2,op1,2,sqrt,,55
p17,,,op3,op2,40,linear7,,20
p17,,,op4,op3,1,const,,55
p17,,,op5,op4,15,linear3,,37.5
p17,,,op6,op5,2,sqrt,,55
p18,0.0,INTERACTIVE,op1,,1,const,,55
p18,,,op2,op1,15,linear3,,37.5
p18,,,op3,op2,40,linear7,,20
p18,,,op4,op3,1,const,,55
p18,,,op5,op4,20,linear7,,30
p18,,,op6,op5,40,linear7,,20
p18,,,op7,op6,15,linear3,,37.5
p18,,,op8,op7,20,linear7,,30
p18,,,op9,op8,15,linear3,,37.5
p18,,,op10,op9,2,sqrt,,55
p18,,,op11,op10,1,const,,55
p19,0.0,BATCH_PIPELINE,op1,,1,const,,55
p19,,,op2,,15,linear3,,37.5
p19,,,op3,,1,const,,55
p19,,,op4,,5,linear3,,45
p19,,,op5,,5,linear3,,45
p19,,,op6,,1,const,,55
p19,,,op7,,5,linear3,,45
p19,,,op8,,40,linear7,,20
p19,,,op9,,20,linear7,,30
p19,,,op10,,2,sqrt,,55
p19,,,op11,op1;op2;op3;op4;op5;op6;op7;op8;op9;op10,40,linear7,,20
p20,0.0,BATCH_PIPELINE,op1,,1,const,,55
p20,,,op2,op1,80,squared,,10
p20,,,op3,op1,5,linear3,,45
p20,,,op4,op1,1,const,,55
p20,,,op5,op1,1,const,,55
p20,,,op6,op1,20,linear7,,30
p20,,,op7,op1,20,linear7,,30
p20,,,op8,op1,20,linear7,,30
p20,,,op9,op1,20,linear7,,30
p20,,,op10,op1,1,const,,55
p20,,,op11,op1,5,linear3,,45
p21,0.0,QUERY,op1,,15,linear3,,35
p22,0.0,BATCH_PIPELINE,op1,,1,const,,55
p22,,,op2,op1,80,squared,,10
p22,,,op3,op2,40,linear7,,20
p22,,,op4,op3,1,const,,55
p22,,,op5,op4,20,linear7,,30
p22,,,op6,op5,20,linear7,,30
p22,,,op7,op6,5,linear3,,45
p22,,,op8,op7,20,linear7,,30
p22,,,op9,op8,5,linear3,,45
p23,0.0,QUERY,op1,,15,linear3,,35
p24,0.0,BATCH_PIPELINE,op1,,1,const,,55
p24,,,op2,op1,15,linear3,,37.5
p24,,,op3,op2,40,linear7,,20
p24,,,op4,op3,20,linear7,,30
p24,,,op5,op4,1,const,,55
p24,,,op6,op5,2,sqrt,,55
p24,,,op7,op6,80,squared,,10
p24,,,op8,op7,80,squared,,10
p25,0.0,BATCH_PIPELINE,op1,,1,const,,55
p25,,,op2,op1,20,linear7,,30
p25,,,op3,op2,1,const,,55
p25,,,op4,op3,15,linear3,,37.5
p25,,,op5,op4,1,const,,55
p25,,,op6,op5,5,linear3,,45
p25,,,op7,op6,15,linear3,,37.5
p26,0.0,BATCH_PIPELINE,op1,,1,const,,55
p26,,,op2,op1,20,linear7,,30
p26,,,op3,op2,20,linear7,,30
p27,0.0,BATCH_PIPELINE,op1,,1,const,,55
p27,,,op2,op1,5,linear3,,45
p27,,,op3,op2,40,linear7,,20
p27,,,op4,op3,5,linear3,,45
p27,,,op5,op4,15,linear3,,37.5
p27,,,op6,op5,15,linear3,,37.5
p28,0.0,BATCH_PIPELINE,op1,,1,const,,55
p28,,,op2,op1,15,linear3,,37.5
p28,,,op3,op2,2,sqrt,,55
p28,,,op4,op3,40,linear7,,20
p28,,,op5,op4,15,linear3,,37.5
p28,,,op6,op5,80,squared,,10
p28,,,op7,op6,1,const,,55
p28,,,op8,op7,40,linear7,,20
p28,,,op9,op8,20,linear7,,30
p29,0.0,BATCH_PIPELINE,op1,,1,const,,55
p29,,,op2,op1,15,linear3,,37.5
p29,,,op3,op2,40,linear7,,20
p29,,,op4,op3,20,linear7,,30
p29,,,op5,op4,5,linear3,,45
p29,,,op6,op5,20,linear7,,30
p29,,,op7,op6,5,linear3,,45
p29,,,op8,op7,5,linear3,,45
p29,,,op9,op8,2,sqrt,,55
p29,,,op10,op9,40,linear7,,20
p29,,,op11,op10,15,linear3,,37.5
p29,,,op12,op11,80,squared,,10
p30,0.0,BATCH_PIPELINE,op1,,1,const,,55
p30,,,op2,,2,sqrt,,55
p30,,,op3,,5,linear3,,45
p30,,,op4,,15,linear3,,37.5
p30,,,op5,op1;op2;op3;op4,2,sqrt,,55
p31,0.0,BATCH_PIPELINE,op1,,1,const,,55
p31,,,op2,op1,15,linear3,,37.5
p31,,,op3,op2,5,linear3,,45
p31,,,op4,op3,80,squared,,10
p31,,,op5,op4,20,linear7,,30
p31,,,op6,op5,20,linear7,,30
p32,0.0,BATCH_PIPELINE,op1,,1,const,,55
p32,,,op2,op1,2,sqrt,,55
p32,,,op3,op2,20,linear7,,30
p32,,,op4,op3,20,linear7,,30
p32,,,op5,op4,40,linear7,,20
p32,,,op6,op5,5,linear3,,45
p32,,,op7,op6,15,linear3,,37.5
p32,,,op8,op7,2,sqrt,,55
p32,,,op9,op8,5,linear3,,45
p32,,,op10,op9,1,const,,55
p32,,,op11,op10,40,linear7,,20
p33,0.0,INTERACTIVE,op1,,1,const,,55
p33,,,op2,op1,15,linear3,,37.5
p33,,,op3,op1,5,linear3,,45
p33,,,op4,op1,20,linear7,,30
p33,,,op5,op1,5,linear3,,45
p33,,,op6,op1,20,linear7,,30
p34,0.0,INTERACTIVE,op1,,1,const,,55
p34,,,op2,,5,linear3,,45
p34,,,op3,,20,linear7,,30
p34,,,op4,,1,const,,55
p34,,,op5,,80,squared,,10
p34,,,op6,,5,linear3,,45
p34,,,op7,,80,squared,,10
p34,,,op8,op1;op2;op3;op4;op5;op6;op7,20,linear7,,30
p35,0.0,BATCH_PIPELINE,op1,,1,const,,55
p35,,,op2,op1,20,linear7,,30
p35,,,op3,op2,20,linear7,,30
p35,,,op4,op3,20,linear7,,30
p35,,,op5,op4,15,linear3,,37.5
p35,,,op6,op5,40,linear7,,20
p36,0.0,BATCH_PIPELINE,op1,,1,const,,55
p36,,,op2,op1,2,sqrt,,55
p36,,,op3,op1,15,linear3,,37.5
p36,,,op4,op1,80,squared,,10
p36,,,op5,op1,15,linear3,,37.5
p36,,,op6,op1,5,linear3,,45
p36,,,op7,op1,40,linear7,,20
p37,0.0,BATCH_PIPELINE,op1,,1,const,,55
p37,,,op2,,2,sqrt,,55
p37,,,op3,,15,linear3,,37.5
p37,,,op4,,15,linear3,,37.5
p37,,,op5,,80,squared,,10
p37,,,op6,,1,const,,55
p37,,,op7,op1;op2;op3;op4;op5;op6,5,linear3,,45
p38,0.0,BATCH_PIPELINE,op1,,1,const,,55
p38,,,op2,op1,20,linear7,,30
p38,,,op3,op2,80,squared,,10
p38,,,op4,op3,20,linear7,,30
p38,,,op5,op4,1,const,,55
p38,,,op6,op5,1,const,,55
p38,,,op7,op6,5,linear3,,45
p38,,,op8,op7,5,linear3,,45
p39,0.0,BATCH_PIPELINE,op1,,1,const,,55
p39,,,op2,,40,linear7,,20
p39,,,op3,,40,linear7,,20
p39,,,op4,,15,linear3,,37.5
p39,,,op5,,5,linear3,,45
p39,,,op6,,40,linear7,,20
p39,,,op7,,2,sqrt,,55
p39,,,op8,,20,linear7,,30
p39,,,op9,,15,linear3,,37.5
p39,,,op10,op1;op2;op3;op4;op5;op6;op7;op8;op9,40,linear7,,20
